Latitude,Longitudes,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Means,Median,maximum,trend_slopes,R squared
61.0260416609915,-138.501041653787,0.267466666666667,0.135533333333333,0.370066666666667,0.335966666666667,0.434633333333333,0.00693333333333334,0.1936,0.300233333333333,0.0943333333333333,0.151966666666667,0.0975333333333333,0.191433333333333,0.042,0.1414,0.2209,0.187466666666667,0.212066666666667,0.382033333333333,0.202766666666667,0.258033333333333,0.211318333333333,0.202766666666667,0.434633333333333,-0.00201526315789478,0.010993649520478
61.0260416609915,-138.498958320454,0.267466666666667,0.135533333333333,0.370066666666667,0.335966666666667,0.434633333333333,0.00693333333333334,0.1936,0.300233333333333,0.0943333333333333,0.151966666666667,0.0975333333333333,0.191433333333333,0.042,0.1414,0.2209,0.187466666666667,0.212066666666667,0.382033333333333,0.202766666666667,0.258033333333333,0.211318333333333,0.202766666666667,0.434633333333333,-0.00201526315789478,0.010993649520478
61.0260416609915,-138.49687498712,0.0175,0.0504333333333333,0.02225,0.0458666666666667,NaN,NaN,NaN,NaN,NaN,0.1161,NaN,0.201666666666667,NaN,NaN,0.0712666666666667,0.208833333333333,0.113266666666667,0.165933333333333,0.1008,0.175666666666667,0.107465277777778,0.107465277777778,0.208833333333333,0.00704181786890872,0.548356292453983
61.0239583276584,-138.505208320453,0.468133333333333,0.452666666666667,0.474066666666667,0.505566666666667,0.4032,0.245133333333333,0.374733333333333,0.375,0.283066666666667,0.5129,0.285,0.413066666666667,0.3373,0.171866666666667,0.407933333333333,0.410866666666667,0.340866666666667,0.383066666666667,0.4469,0.364666666666667,0.3828,0.383066666666667,0.5129,-0.00411047619047622,0.0766476740671042
61.0239583276584,-138.50312498712,0.1637,0.2436,0.172366666666667,0.346733333333333,NaN,0.0965666666666667,0.272,0.0952333333333334,0.135166666666667,0.1268,NaN,0.145166666666667,0.0878,NaN,0.161333333333333,0.291566666666667,0.0681,0.238633333333333,0.294833333333333,0.0835333333333333,0.17783137254902,0.162516666666667,0.346733333333333,-0.00165705055471511,0.0141759301572162
61.0239583276584,-138.501041653787,0.1637,0.2436,0.172366666666667,0.346733333333333,NaN,0.0965666666666667,0.272,0.0952333333333334,0.135166666666667,0.1268,NaN,0.145166666666667,0.0878,NaN,0.161333333333333,0.291566666666667,0.0681,0.238633333333333,0.294833333333333,0.0835333333333333,0.17783137254902,0.162516666666667,0.346733333333333,-0.00165705055471511,0.0141759301572162
61.0239583276584,-138.498958320454,0.00945,0.037,0.136333333333333,NaN,NaN,NaN,NaN,0.0971333333333333,NaN,NaN,NaN,0.00216666666666667,NaN,0.0967,0.00563333333333333,NaN,0.0436333333333333,NaN,NaN,NaN,0.05350625,0.0436333333333333,0.136333333333333,-0.00132699530516439,0.0279889111817146
61.0239583276584,-138.49687498712,0.00945,0.037,0.136333333333333,NaN,NaN,NaN,NaN,0.0971333333333333,NaN,NaN,NaN,0.00216666666666667,NaN,0.0967,0.00563333333333333,NaN,0.0436333333333333,NaN,NaN,NaN,0.05350625,0.0436333333333333,0.136333333333333,-0.00132699530516439,0.0279889111817146
61.0218749943252,-138.507291653786,0.234,0.579566666666667,0.2812,0.324866666666667,0.00106666666666667,0.0362333333333333,NaN,0.3498,0.0745666666666667,0.274566666666667,0.1897,0.232466666666667,0.296066666666667,0.350666666666667,0.142466666666667,0.2281,0.215366666666667,0.308566666666667,0.196533333333333,0.161066666666667,0.235624561403509,0.233233333333333,0.579566666666667,-0.00347441754102738,0.0258803670961999
61.0218749943252,-138.505208320453,0.234,0.579566666666667,0.2812,0.324866666666667,0.00106666666666667,0.0362333333333333,NaN,0.3498,0.0745666666666667,0.274566666666667,0.1897,0.232466666666667,0.296066666666667,0.350666666666667,0.142466666666667,0.2281,0.215366666666667,0.308566666666667,0.196533333333333,0.161066666666667,0.235624561403509,0.233233333333333,0.579566666666667,-0.00347441754102738,0.0258803670961999
61.0218749943252,-138.50312498712,0.19495,0.27725,0.0642333333333333,0.178366666666667,NaN,NaN,NaN,NaN,NaN,0.00826666666666668,NaN,0.0250333333333333,0.0123666666666667,NaN,0.0262,0.0335666666666667,0.0509666666666667,0.134666666666667,0.0273666666666667,0.0815333333333333,0.085751282051282,0.0576,0.27725,-0.00756677741614687,0.377594452527045
61.0218749943252,-138.501041653787,0.19495,0.27725,0.0642333333333333,0.178366666666667,NaN,NaN,NaN,NaN,NaN,0.00826666666666668,NaN,0.0250333333333333,0.0123666666666667,NaN,0.0262,0.0335666666666667,0.0509666666666667,0.134666666666667,0.0273666666666667,0.0815333333333333,0.085751282051282,0.0576,0.27725,-0.00756677741614687,0.377594452527045
61.0218749943252,-138.498958320454,0.047,NaN,0.246033333333333,0.2859,0.184633333333333,NaN,NaN,0.0816333333333333,NaN,NaN,NaN,0.0567,0.1242,NaN,0.0157666666666667,0.1027,0.0459666666666667,0.143566666666667,0.0741666666666667,0.0953,0.115658974358974,0.099,0.2859,-0.0058669574488706,0.233252302630498
61.0218749943252,-138.49687498712,0.047,NaN,0.246033333333333,0.2859,0.184633333333333,NaN,NaN,0.0816333333333333,NaN,NaN,NaN,0.0567,0.1242,NaN,0.0157666666666667,0.1027,0.0459666666666667,0.143566666666667,0.0741666666666667,0.0953,0.115658974358974,0.099,0.2859,-0.0058669574488706,0.233252302630498
61.0197916609921,-138.509374987119,0.0877333333333333,0.261033333333333,0.151666666666667,0.290466666666667,0.3617,0.1495,0.126366666666667,0.114566666666667,0.202466666666667,0.144233333333333,0.183166666666667,0.175133333333333,0.119733333333333,0.2506,0.252033333333333,0.2441,0.168266666666667,0.4149,0.363766666666667,0.270933333333333,0.216618333333333,0.202466666666667,0.4149,0.00606674185463649,0.153493325840245
61.0197916609921,-138.507291653786,0.02675,0.141433333333333,NaN,0.176433333333333,0.0349,0.0415333333333333,0.0448333333333333,0.1014,0.0790333333333333,NaN,0.0481333333333333,0.0916333333333333,0.0106333333333333,0.0606333333333333,0.124066666666667,0.0917333333333333,0.0475333333333333,0.1366,0.0603666666666667,0.111533333333333,0.0793990740740741,0.0790333333333333,0.176433333333333,0.000368902868338362,0.00234105417229682
61.0197916609921,-138.505208320453,0.02675,0.141433333333333,NaN,0.176433333333333,0.0349,0.0415333333333333,0.0448333333333333,0.1014,0.0790333333333333,NaN,0.0481333333333333,0.0916333333333333,0.0106333333333333,0.0606333333333333,0.124066666666667,0.0917333333333333,0.0475333333333333,0.1366,0.0603666666666667,0.111533333333333,0.0793990740740741,0.0790333333333333,0.176433333333333,0.000368902868338362,0.00234105417229682
61.0197916609921,-138.50312498712,NaN,0.0511333333333333,NaN,0.1399,NaN,0.08,0.0359666666666667,0.0882333333333333,0.0189333333333333,NaN,NaN,0.0137666666666667,NaN,0.0563666666666667,0.0494666666666667,0.0495666666666667,0.0438333333333333,0.135,0.0489666666666667,0.0907333333333333,0.0644190476190476,0.0511333333333333,0.1399,-0.000173274457235969,0.000716719613203248
61.0197916609921,-138.501041653787,NaN,0.0511333333333333,NaN,0.1399,NaN,0.08,0.0359666666666667,0.0882333333333333,0.0189333333333333,NaN,NaN,0.0137666666666667,NaN,0.0563666666666667,0.0494666666666667,0.0495666666666667,0.0438333333333333,0.135,0.0489666666666667,0.0907333333333333,0.0644190476190476,0.0511333333333333,0.1399,-0.000173274457235969,0.000716719613203248
61.0197916609921,-138.498958320454,0.0752666666666667,0.0990333333333333,0.3305,0.2784,0.1502,0.0544666666666667,NaN,0.109766666666667,NaN,0.0941666666666667,0.00556666666666667,0.1568,0.0573,0.0905666666666667,0.1093,0.0945,0.0843333333333333,0.314266666666667,0.116033333333333,0.1415,0.13122037037037,0.1093,0.3305,-0.00146115485564312,0.0102612418314439
61.0197916609921,-138.49687498712,0.0752666666666667,0.0990333333333333,0.3305,0.2784,0.1502,0.0544666666666667,NaN,0.109766666666667,NaN,0.0941666666666667,0.00556666666666667,0.1568,0.0573,0.0905666666666667,0.1093,0.0945,0.0843333333333333,0.314266666666667,0.116033333333333,0.1415,0.13122037037037,0.1093,0.3305,-0.00146115485564312,0.0102612418314439
61.0177083276589,-138.517708320452,0.212666666666667,0.3129,0.398866666666667,0.278166666666667,0.1862,0.2923,0.277666666666667,0.345733333333333,0.239166666666667,0.553466666666667,0.323533333333333,0.253966666666667,0.262466666666667,0.2629,0.238,0.227233333333333,0.190833333333333,0.2221,0.343233333333333,0.369366666666667,0.289538333333333,0.277666666666667,0.553466666666667,-0.00077927318295723,0.00291227375587164
61.0177083276589,-138.515624987119,0.0817,0.463733333333333,0.2391,NaN,0.236366666666667,0.0406666666666667,NaN,0.1296,0.0862,0.201733333333333,0.126766666666667,0.0816666666666667,0.108133333333333,0.0116666666666667,0.0619666666666667,0.108633333333333,0.1578,0.1473,0.1793,0.155233333333333,0.14542037037037,0.1296,0.463733333333333,-0.00578552361710668,0.11654433188762
61.0177083276589,-138.513541653785,0.0817,0.463733333333333,0.2391,NaN,0.236366666666667,0.0406666666666667,NaN,0.1296,0.0862,0.201733333333333,0.126766666666667,0.0816666666666667,0.108133333333333,0.0116666666666667,0.0619666666666667,0.108633333333333,0.1578,0.1473,0.1793,0.155233333333333,0.14542037037037,0.1296,0.463733333333333,-0.00578552361710668,0.11654433188762
61.0177083276589,-138.511458320452,0.0197,0.0892666666666667,0.127066666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0078,0.00506666666666667,NaN,0.0427,0.0587,0.0600333333333333,0.0577333333333333,0.215366666666667,0.0525,0.0665,0.0668694444444445,0.0587,0.215366666666667,0.000899119330691335,0.0111171694615133
61.0177083276589,-138.509374987119,0.0197,0.0892666666666667,0.127066666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0078,0.00506666666666667,NaN,0.0427,0.0587,0.0600333333333333,0.0577333333333333,0.215366666666667,0.0525,0.0665,0.0668694444444445,0.0587,0.215366666666667,0.000899119330691335,0.0111171694615133
61.0177083276589,-138.507291653786,NaN,NaN,0.0361333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0221333333333333,0.0712,NaN,NaN,0.0317,0.0368,0.0435,0.178866666666667,0.0490333333333333,0.0253,0.054962962962963,0.04015,0.178866666666667,0.00210218333333337,0.0517799524099203
61.0177083276589,-138.505208320453,NaN,NaN,0.0361333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0221333333333333,0.0712,NaN,NaN,0.0317,0.0368,0.0435,0.178866666666667,0.0490333333333333,0.0253,0.054962962962963,0.04015,0.178866666666667,0.00210218333333337,0.0517799524099203
61.0177083276589,-138.50312498712,0.0041,0.1974,NaN,NaN,NaN,0.00643333333333334,NaN,0.0107,0.0508,NaN,0.0284,0.142233333333333,NaN,NaN,0.0177666666666667,0.0616,0.0307,0.201766666666667,0.120633333333333,0.0316,0.0695487179487179,0.0412,0.201766666666667,0.0012847013733631,0.0129927165904419
61.0177083276589,-138.501041653787,0.0041,0.1974,NaN,NaN,NaN,0.00643333333333334,NaN,0.0107,0.0508,NaN,0.0284,0.142233333333333,NaN,NaN,0.0177666666666667,0.0616,0.0307,0.201766666666667,0.120633333333333,0.0316,0.0695487179487179,0.0412,0.201766666666667,0.0012847013733631,0.0129927165904419
61.0177083276589,-138.498958320454,NaN,0.0326333333333333,NaN,0.0958333333333333,0.00953333333333333,0.0362,NaN,0.1115,NaN,0.0394,0.116933333333333,0.175566666666667,NaN,0.0483,0.0616333333333333,0.184533333333333,0.0671666666666667,0.166966666666667,0.1089,0.0623333333333333,0.0878288888888889,0.0774977777777778,0.184533333333333,0.00394380468529501,0.17190699506786
61.0177083276589,-138.49687498712,NaN,0.0326333333333333,NaN,0.0958333333333333,0.00953333333333333,0.0362,NaN,0.1115,NaN,0.0394,0.116933333333333,0.175566666666667,NaN,0.0483,0.0616333333333333,0.184533333333333,0.0671666666666667,0.166966666666667,0.1089,0.0623333333333333,0.0878288888888889,0.0774977777777778,0.184533333333333,0.00394380468529501,0.17190699506786
61.0177083276589,-138.494791653787,0.0903333333333333,0.355,0.280666666666667,0.191,0.259233333333333,0.144033333333333,0.0419333333333333,0.201866666666667,0.158633333333333,0.200266666666667,0.377,0.1836,0.110466666666667,0.0801333333333333,0.219,0.354733333333333,0.313366666666667,0.382633333333333,0.371366666666667,0.313933333333333,0.23146,0.219,0.382633333333333,0.00709333333333334,0.150026248182216
61.0177083276589,-138.490624987121,0.204833333333333,0.3777,0.437933333333333,0.206166666666667,0.165766666666667,0.0538,0.0171666666666667,0.0503666666666667,0.285166666666667,0.1084,0.1496,0.201033333333333,0.202633333333333,0.284866666666667,0.116366666666667,0.0928666666666667,0.136533333333333,0.260533333333333,0.216866666666667,0.0781,0.182335,0.182335,0.437933333333333,-0.00490458646616535,0.0704453980360705
